DATE,PX LAST
2008-12-18,13.675
2008-12-19,13.7425
2008-12-22,13.4375
2008-12-23,13.4125
2008-12-24,13.2225
2008-12-26,13.3125
2008-12-29,13.0425
2008-12-30,12.7475
2008-12-31,13.1125
2009-01-02,13.36
2009-01-05,13.455
2009-01-06,14.4025
2009-01-07,14.09
2009-01-08,13.94
2009-01-09,13.905
2009-01-12,13.24
2009-01-13,13.285
2009-01-14,12.7425
2009-01-15,12.345
2009-01-16,11.8525
2009-01-20,10.605
2009-01-21,11.045
2009-01-22,11.045
2009-01-23,11.08
2009-01-26,10.6475
2009-01-27,11.0375
2009-01-28,11.805
2009-01-29,11.5675
2009-01-30,12.3375
2009-02-02,12.4925
2009-02-03,12.0975
2009-02-04,12.2825
2009-02-05,13.435
2009-02-06,13.8525
2009-02-09,13.83
2009-02-10,13.4625
2009-02-11,13.74
2009-02-12,14.1
2009-02-13,13.9875
2009-02-17,13.5625
2009-02-18,14.0375
2009-02-19,13.9075
2009-02-20,13.915
2009-02-23,13.5625
2009-02-24,14.0875
2009-02-25,13.855
2009-02-26,14.015
2009-02-27,14.1775
2009-03-02,13.54
2009-03-03,13.59
2009-03-04,13.8225
2009-03-05,13.355
2009-03-06,12.5475
2009-03-09,12.45
2009-03-10,13.2175
2009-03-11,12.8425
2009-03-12,13.5225
2009-03-13,13.0125
2009-03-16,13.0425
2009-03-17,13.8225
2009-03-18,14.0775
2009-03-19,13.1725
2009-03-20,13.1325
2009-03-23,13.885
2009-03-24,13.4
2009-03-25,13.1875
2009-03-26,13.875
2009-03-27,13.5625
2009-03-30,13.375
2009-03-31,13.9
2009-04-01,13.5725
2009-04-02,13.8975
2009-04-03,15.02
2009-04-06,14.7825
2009-04-07,14.2875
2009-04-08,14.455
2009-04-09,14.6975
2009-04-13,15.2775
2009-04-14,14.5825
2009-04-15,14.7775
2009-04-16,14.5175
2009-04-17,14.5
2009-04-20,13.75
2009-04-21,14.6575
2009-04-22,14.3775
2009-04-23,14.5575
2009-04-24,15.095
2009-04-27,14.7175
2009-04-28,15.1775
2009-04-29,15.8775
2009-04-30,16.24
2009-05-01,16.2525
2009-05-04,17.05
2009-05-05,16.8475
2009-05-06,16.5475
2009-05-07,16.3825
2009-05-08,17.1075
2009-05-11,16.4825
2009-05-12,16.305
2009-05-13,16.1175
2009-05-14,16.13
2009-05-15,16.2675
2009-05-18,16.6025
2009-05-19,16.2
2009-05-20,16.24
2009-05-21,16.57
2009-05-22,16.4375
2009-05-26,16.6925
2009-05-27,16.48
2009-05-28,16.625
2009-05-29,16.9275
2009-06-01,16.665
2009-06-02,16.7025
2009-06-03,17.0575
2009-06-04,17.38
2009-06-05,17.32
2009-06-08,17.45
2009-06-09,17.1575
2009-06-10,17.3175
2009-06-11,16.68
2009-06-12,16.09
2009-06-15,16.1075
2009-06-16,15.615
2009-06-17,15.3375
2009-06-18,15.3525
2009-06-19,15.3425
2009-06-22,15.31
2009-06-23,15.6675
2009-06-24,15.2725
2009-06-25,15.4875
2009-06-26,15.955
2009-06-29,15.745
2009-06-30,15.565
2009-07-01,15.2
2009-07-02,15.02
2009-07-06,15.1675
2009-07-07,14.9275
2009-07-08,14.8725
2009-07-09,15.11
2009-07-10,14.965
2009-07-13,15.0875
2009-07-14,15.0725
2009-07-15,15.6625
2009-07-16,16.1025
2009-07-17,16.025
2009-07-20,16.78
2009-07-21,16.7875
2009-07-22,16.7125
2009-07-23,16.7975
2009-07-24,16.8225
2009-07-27,17.0475
2009-07-28,16.575
2009-07-29,16.695
2009-07-30,16.8025
2009-07-31,16.365
2009-08-03,17.2775
2009-08-04,17.275
2009-08-05,17.095
2009-08-06,17.1625
2009-08-07,17.2925
2009-08-10,17.22
2009-08-11,17.1525
2009-08-12,17.1125
2009-08-13,17.17
2009-08-14,16.95
2009-08-17,16.6075
2009-08-18,16.7525
2009-08-19,16.8
2009-08-20,16.9525
2009-08-21,17.25
2009-08-24,16.9875
2009-08-25,17.245
2009-08-26,17.55
2009-08-27,17.4275
2009-08-28,17.625
2009-08-31,17.775
2009-09-01,17.545
2009-09-02,17.525
2009-09-03,17.7275
2009-09-04,17.59
2009-09-08,17.7375
2009-09-09,17.62
2009-09-10,18.0775
2009-09-11,18.0725
2009-09-14,18.2175
2009-09-15,18.3
2009-09-16,18.5225
2009-09-17,18.455
2009-09-18,18.4475
2009-09-21,18.3475
2009-09-22,18.6025
2009-09-23,18.48
2009-09-24,18.3825
2009-09-25,17.665
2009-09-28,17.785
2009-09-29,17.3925
2009-09-30,17.2775
2009-10-01,17.28
2009-10-02,16.9475
2009-10-05,17.04
2009-10-06,17.065
2009-10-07,17.715
2009-10-08,17.9325
2009-10-09,18.235
2009-10-12,18.425
2009-10-13,18.6675
2009-10-14,18.7
2009-10-15,18.77
2009-10-16,18.5725
2009-10-19,18.7375
2009-10-20,18.7625
2009-10-21,18.7975
2009-10-22,18.9225
2009-10-23,18.53
2009-10-26,18.195
2009-10-27,18.475
2009-10-28,19.1425
2009-10-29,19.32
2009-10-30,18.94
2009-11-02,19.3225
2009-11-03,19.4125
2009-11-04,19.5775
2009-11-05,19.8975
2009-11-06,19.9175
2009-11-09,20.29
2009-11-10,20.275
2009-11-11,20.205
2009-11-12,19.98
2009-11-13,20.0
2009-11-16,19.8875
2009-11-17,20.1375
2009-11-18,20.0975
2009-11-19,20.045
2009-11-20,20.0
2009-11-23,20.11
2009-11-24,20.155
2009-11-25,20.4475
2009-11-27,20.0825
2009-11-30,20.25
2009-12-01,20.7425
2009-12-02,20.555
2009-12-03,20.0075
2009-12-04,20.0675
2009-12-07,19.9825
2009-12-08,19.9975
2009-12-09,20.4375
2009-12-10,20.58
2009-12-11,20.335
2009-12-14,21.1925
2009-12-15,21.535
2009-12-16,21.7575
2009-12-17,21.7575
2009-12-18,22.2425
2009-12-21,21.8775
2009-12-22,21.575
2009-12-23,21.5375
2009-12-24,21.5725
2009-12-28,21.69
2009-12-29,22.005
2009-12-30,22.035
2009-12-31,21.865
2010-01-04,22.035
2010-01-05,21.7825
2010-01-06,21.49
2010-01-07,21.69
2010-01-08,21.75
2010-01-11,21.6875
2010-01-12,21.585
2010-01-13,21.785
2010-01-14,21.86
2010-01-15,21.535
2010-01-19,21.9625
2010-01-20,21.855
2010-01-21,21.1125
2010-01-22,20.6825
2010-01-25,20.5075
2010-01-26,20.2875
2010-01-27,20.9775
2010-01-28,20.6625
2010-01-29,20.5075
2010-02-01,20.915
2010-02-02,21.0025
2010-02-03,20.88
2010-02-04,20.7625
2010-02-05,20.64
2010-02-08,20.7625
2010-02-09,20.8175
2010-02-10,20.91
2010-02-11,21.285
2010-02-12,21.195
2010-02-16,21.47
2010-02-17,21.605
2010-02-18,21.74
2010-02-19,21.7025
2010-02-22,21.7275
2010-02-23,21.53
2010-02-24,21.4075
2010-02-25,21.3075
2010-02-26,21.32
2010-03-01,21.705
2010-03-02,21.6125
2010-03-03,21.7
2010-03-04,21.76
2010-03-05,22.1275
2010-03-08,22.6575
2010-03-09,22.5375
2010-03-10,22.88
2010-03-11,23.185
2010-03-12,23.3125
2010-03-15,23.1025
2010-03-16,22.9125
2010-03-17,22.8775
2010-03-18,22.5325
2010-03-19,22.21
2010-03-22,22.31
2010-03-23,22.495
2010-03-24,22.1875
2010-03-25,22.6025
2010-03-26,22.5625
2010-03-29,22.56
2010-03-30,22.75
2010-03-31,22.7575
2010-04-01,23.1375
2010-04-05,23.1175
2010-04-06,23.1
2010-04-07,22.6775
2010-04-08,22.8725
2010-04-09,23.13
2010-04-12,23.2975
2010-04-13,23.1975
2010-04-14,23.565
2010-04-15,23.6125
2010-04-16,23.4625
2010-04-19,23.28
2010-04-20,23.5125
2010-04-21,23.2825
2010-04-22,23.785
2010-04-23,24.1475
2010-04-26,24.0
2010-04-27,23.2375
2010-04-28,23.4025
2010-04-29,23.205
2010-04-30,22.5575
2010-05-03,22.3175
2010-05-04,22.0925
2010-05-05,21.6075
2010-05-06,20.73
2010-05-07,20.5725
2010-05-10,21.4975
2010-05-11,21.04
2010-05-12,21.42
2010-05-13,21.4325
2010-05-14,19.315
2010-05-17,18.6775
2010-05-18,17.5225
2010-05-19,18.2425
2010-05-20,18.205
2010-05-21,18.55
2010-05-24,18.6375
2010-05-25,18.2425
2010-05-26,18.35
2010-05-27,18.4225
2010-05-28,18.115
2010-06-01,17.8725
2010-06-02,17.8125
2010-06-03,18.21
2010-06-04,18.0325
2010-06-07,17.9725
2010-06-08,18.3375
2010-06-09,18.45
2010-06-10,19.3625
2010-06-11,19.02
2010-06-14,18.445
2010-06-15,19.2325
2010-06-16,19.2925
2010-06-17,19.56
2010-06-18,19.26
2010-06-21,20.225
2010-06-22,19.69
2010-06-23,19.44
2010-06-24,19.12
2010-06-25,19.165
2010-06-28,18.805
2010-06-29,17.8625
2010-06-30,17.6875
2010-07-01,18.215
2010-07-02,18.295
2010-07-06,18.0675
2010-07-07,18.705
2010-07-08,18.77
2010-07-09,19.345
2010-07-12,19.1275
2010-07-13,19.1475
2010-07-14,19.07
2010-07-15,18.82
2010-07-16,17.8625
2010-07-19,17.805
2010-07-20,18.4
2010-07-21,18.09
2010-07-22,18.615
2010-07-23,18.8975
2010-07-26,19.02
2010-07-27,19.1525
2010-07-28,18.795
2010-07-29,17.995
2010-07-30,18.3375
2010-08-02,18.0575
2010-08-03,18.25
2010-08-04,18.1125
2010-08-05,17.875
2010-08-06,18.035
2010-08-09,18.685
2010-08-10,18.8175
2010-08-11,18.3775
2010-08-12,18.245
2010-08-13,18.055
2010-08-16,18.2075
2010-08-17,18.34
2010-08-18,18.22
2010-08-19,17.9075
2010-08-20,17.525
2010-08-23,17.53
2010-08-24,17.665
2010-08-25,17.715
2010-08-26,17.4775
2010-08-27,17.7775
2010-08-30,17.385
2010-08-31,17.245
2010-09-01,17.6325
2010-09-02,17.995
2010-09-03,18.125
2010-09-07,17.875
2010-09-08,17.1375
2010-09-09,16.695
2010-09-10,17.0225
2010-09-13,16.37
2010-09-14,16.78
2010-09-15,17.2325
2010-09-16,17.095
2010-09-17,17.1225
2010-09-20,17.5775
2010-09-21,17.485
2010-09-22,17.655
2010-09-23,17.745
2010-09-24,18.0925
2010-09-27,18.25
2010-09-28,18.3175
2010-09-29,18.6025
2010-09-30,18.565
2010-10-01,18.33
2010-10-04,18.31
2010-10-05,18.7475
2010-10-06,18.5575
2010-10-07,18.4025
2010-10-08,18.5
2010-10-11,18.5725
2010-10-12,18.5625
2010-10-13,19.235
2010-10-14,19.2925
2010-10-15,19.4
2010-10-18,19.59
2010-10-19,19.3875
2010-10-20,19.88
2010-10-21,19.8
2010-10-22,19.8225
2010-10-25,20.1575
2010-10-26,20.0075
2010-10-27,19.98
2010-10-28,19.1125
2010-10-29,19.54
2010-11-01,19.33
2010-11-02,19.605
2010-11-03,19.75
2010-11-04,19.9975
2010-11-05,19.95
2010-11-08,19.6775
2010-11-09,19.58
2010-11-10,19.8225
2010-11-11,19.805
2010-11-12,19.235
2010-11-15,19.09
2010-11-16,18.7475
2010-11-17,18.9325
2010-11-18,19.235
2010-11-19,19.2625
2010-11-22,18.865
2010-11-23,18.6625
2010-11-24,18.955
2010-11-26,18.87
2010-11-29,18.5475
2010-11-30,18.4625
2010-12-01,18.805
2010-12-02,19.25
2010-12-03,19.3375
2010-12-06,19.5775
2010-12-07,19.22
2010-12-08,19.485
2010-12-09,19.78
2010-12-10,20.05
2010-12-13,20.2225
2010-12-14,20.16
2010-12-15,19.235
2010-12-16,16.7975
2010-12-17,16.725
2010-12-20,16.9975
2010-12-21,17.0125
2010-12-22,17.1375
2010-12-23,17.1825
2010-12-27,17.7025
2010-12-28,17.6825
2010-12-29,17.65
2010-12-30,17.5725
2010-12-31,17.595
2011-01-03,17.63
2011-01-04,17.65
2011-01-05,18.0225
2011-01-06,18.2925
2011-01-07,18.24
2011-01-10,17.9525
2011-01-11,17.97
2011-01-12,18.1525
2011-01-13,17.785
2011-01-14,17.78
2011-01-18,17.8025
2011-01-19,17.28
2011-01-20,17.6725
2011-01-21,17.5375
2011-01-24,17.9475
2011-01-25,17.895
2011-01-26,17.75
2011-01-27,17.65
2011-01-28,17.365
2011-01-31,17.4625
2011-02-01,17.675
2011-02-02,18.0225
2011-02-03,17.9075
2011-02-04,18.225
2011-02-07,18.4825
2011-02-08,18.6425
2011-02-09,18.32
2011-02-10,18.685
2011-02-11,18.7325
2011-02-14,18.935
2011-02-15,18.9025
2011-02-16,18.99
2011-02-17,19.035
2011-02-18,18.9575
2011-02-22,18.435
2011-02-23,18.22
2011-02-24,18.4775
2011-02-25,18.67
2011-02-28,18.2625
2011-03-01,18.175
2011-03-02,18.4925
2011-03-03,18.9575
2011-03-04,18.6725
2011-03-07,18.5375
2011-03-08,18.5425
2011-03-09,18.4275
2011-03-10,17.85
2011-03-11,18.1275
2011-03-14,17.965
2011-03-15,17.8
2011-03-16,17.74
2011-03-17,17.8575
2011-03-18,17.855
2011-03-21,17.99
2011-03-22,17.9
2011-03-23,17.9975
2011-03-24,18.165
2011-03-25,18.0225
2011-03-28,18.1875
2011-03-29,18.05
2011-03-30,18.5575
2011-03-31,18.405
2011-04-01,18.555
2011-04-04,18.81
2011-04-05,18.905
2011-04-06,19.0
2011-04-07,19.1025
2011-04-08,19.18
2011-04-11,19.4275
2011-04-12,19.2575
2011-04-13,19.375
2011-04-14,19.0775
2011-04-15,19.1175
2011-04-18,18.92
2011-04-19,18.98
2011-04-20,19.3425
2011-04-21,19.4425
2011-04-25,19.44
2011-04-26,19.6925
2011-04-27,19.7225
2011-04-28,19.415
2011-04-29,19.53
2011-05-02,19.785
2011-05-03,20.0
2011-05-04,19.9425
2011-05-05,19.675
2011-05-06,19.8525
2011-05-09,19.965
2011-05-10,20.0875
2011-05-11,19.835
2011-05-12,19.9825
2011-05-13,19.9775
2011-05-16,19.985
2011-05-17,20.15
2011-05-18,20.0025
2011-05-19,19.91
2011-05-20,19.5575
2011-05-23,19.23
2011-05-24,19.4
2011-05-25,19.6875
2011-05-26,19.8225
2011-05-27,19.95
2011-05-31,20.265
2011-06-01,19.795
2011-06-02,20.175
2011-06-03,19.7825
2011-06-06,19.55
2011-06-07,19.955
2011-06-08,19.1775
2011-06-09,19.1075
2011-06-10,18.6725
2011-06-13,18.715
2011-06-14,18.9825
2011-06-15,18.71
2011-06-16,18.72
2011-06-17,18.6075
2011-06-20,18.5125
2011-06-21,18.7475
2011-06-22,18.665
2011-06-23,18.8275
2011-06-24,18.3425
2011-06-27,18.4725
2011-06-28,18.82
2011-06-29,21.6425
2011-06-30,21.065
2011-07-01,21.9925
2011-07-05,22.08
2011-07-06,22.05
2011-07-07,22.5375
2011-07-08,22.4325
2011-07-11,21.975
2011-07-12,21.925
2011-07-13,22.185
2011-07-14,21.985
2011-07-15,22.1875
2011-07-18,22.0175
2011-07-19,22.3025
2011-07-20,22.16
2011-07-21,22.0125
2011-07-22,22.38
2011-07-25,22.27
2011-07-26,22.3
2011-07-27,21.9375
2011-07-28,21.73
2011-07-29,21.385
2011-08-01,21.42
2011-08-02,20.89
2011-08-03,21.87
2011-08-04,21.2475
2011-08-05,20.8525
2011-08-08,19.81
2011-08-09,20.69
2011-08-10,19.82
2011-08-11,21.13
2011-08-12,20.9575
2011-08-15,21.4675
2011-08-16,21.4575
2011-08-17,20.9975
2011-08-18,20.0725
2011-08-19,19.9
2011-08-22,19.9475
2011-08-23,20.9425
2011-08-24,21.595
2011-08-25,21.0275
2011-08-26,21.4625
2011-08-29,21.645
2011-08-30,21.9825
2011-08-31,21.97
2011-09-01,21.9325
2011-09-02,21.3875
2011-09-06,21.465
2011-09-07,22.12
2011-09-08,21.865
2011-09-09,21.5875
2011-09-12,21.8625
2011-09-13,21.9425
2011-09-14,22.395
2011-09-15,22.625
2011-09-16,22.7125
2011-09-19,22.5075
2011-09-20,23.21
2011-09-21,22.855
2011-09-22,22.075
2011-09-23,22.52
2011-09-26,22.57
2011-09-27,22.37
2011-09-28,21.9075
2011-09-29,21.9225
2011-09-30,21.43
2011-10-03,21.065
2011-10-04,21.195
2011-10-05,21.2475
2011-10-06,21.7825
2011-10-07,21.5625
2011-10-10,22.3125
2011-10-11,22.6275
2011-10-12,22.7925
2011-10-13,23.15
2011-10-14,23.48
2011-10-17,22.7975
2011-10-18,23.4775
2011-10-19,22.52
2011-10-20,22.8375
2011-10-21,23.3575
2011-10-24,23.5525
2011-10-25,22.67
2011-10-26,23.005
2011-10-27,23.6
2011-10-28,23.775
2011-10-31,23.315
2011-11-01,22.5075
2011-11-02,22.875
2011-11-03,23.295
2011-11-04,23.16
2011-11-07,23.24
2011-11-08,23.635
2011-11-09,23.2825
2011-11-10,23.26
2011-11-11,23.79
2011-11-14,23.455
2011-11-15,23.9075
2011-11-16,23.35
2011-11-17,22.85
2011-11-18,22.7025
2011-11-21,22.8025
2011-11-22,22.71
2011-11-23,22.3225
2011-11-25,22.255
2011-11-28,23.3675
2011-11-29,23.225
2011-11-30,24.2425
2011-12-01,24.44
2011-12-02,24.3
2011-12-05,24.015
2011-12-06,23.8425
2011-12-07,24.2675
2011-12-08,23.95
2011-12-09,24.2975
2011-12-12,24.23
2011-12-13,23.9775
2011-12-14,24.09
2011-12-15,23.955
2011-12-16,24.36
2011-12-19,24.645
2011-12-20,25.3375
2011-12-21,25.18
2011-12-22,25.135
2011-12-23,25.62
2011-12-27,25.4775
2011-12-28,25.18
2011-12-29,25.7875
2011-12-30,25.3825
2012-01-03,25.7475
2012-01-04,25.2875
2012-01-05,25.4775
2012-01-06,25.1775
2012-01-09,24.975
2012-01-10,24.95
2012-01-11,24.7775
2012-01-12,25.335
2012-01-13,25.185
2012-01-17,25.6325
2012-01-18,25.945
2012-01-19,25.5925
2012-01-20,25.145
2012-01-23,24.9
2012-01-24,25.2525
2012-01-25,25.14
2012-01-26,25.215
2012-01-27,25.2625
2012-01-30,24.97
2012-01-31,25.16
2012-02-01,25.6275
2012-02-02,26.515
2012-02-03,26.7575
2012-02-06,26.84
2012-02-07,26.745
2012-02-08,27.0875
2012-02-09,28.105
2012-02-10,28.475
2012-02-13,28.1775
2012-02-14,28.81
2012-02-15,28.775
2012-02-16,28.45
2012-02-17,28.7525
2012-02-21,28.55
2012-02-22,29.09
2012-02-23,29.12
2012-02-24,29.385
2012-02-27,29.215
2012-02-28,29.7375
2012-02-29,29.0925
2012-03-01,29.295
2012-03-02,29.04
2012-03-05,29.06
2012-03-06,28.71
2012-03-07,28.91
2012-03-08,29.4925
2012-03-09,29.2925
2012-03-12,29.1325
2012-03-13,29.3175
2012-03-14,29.1875
2012-03-15,29.25
2012-03-16,29.17
2012-03-19,29.71
2012-03-20,29.13
2012-03-21,29.1875
2012-03-22,29.32
2012-03-23,29.695
2012-03-26,30.015
2012-03-27,29.9525
2012-03-28,29.8375
2012-03-29,29.75
2012-03-30,29.5
2012-04-02,29.745
2012-04-03,30.09
2012-04-04,29.745
2012-04-05,30.2525
2012-04-09,29.875
2012-04-10,29.185
2012-04-11,29.345
2012-04-12,30.255
2012-04-13,30.79
2012-04-16,30.2075
2012-04-17,30.52
2012-04-18,30.445
2012-04-19,30.2975
2012-04-20,30.2525
2012-04-23,29.525
2012-04-24,29.7325
2012-04-25,30.4475
2012-04-26,30.7975
2012-04-27,30.88
2012-04-30,30.745
2012-05-01,30.7725
2012-05-02,30.5475
2012-05-03,29.1025
2012-05-04,29.4475
2012-05-07,29.6275
2012-05-08,29.535
2012-05-09,29.355
2012-05-10,29.5425
2012-05-11,29.48
2012-05-14,29.18
2012-05-15,29.1525
2012-05-16,29.3825
2012-05-17,28.7525
2012-05-18,28.16
2012-05-21,29.055
2012-05-22,29.5975
2012-05-23,29.7925
2012-05-24,29.9425
2012-05-25,29.8425
2012-05-29,30.07
2012-05-30,29.3725
2012-05-31,28.8
2012-06-01,28.0625
2012-06-04,28.54
2012-06-05,28.4525
2012-06-06,29.085
2012-06-07,29.2025
2012-06-08,29.145
2012-06-11,29.0875
2012-06-12,29.29
2012-06-13,28.725
2012-06-14,29.1225
2012-06-15,29.6
2012-06-18,30.025
2012-06-19,30.3375
2012-06-20,30.6475
2012-06-21,29.87
2012-06-22,31.2375
2012-06-25,30.3175
2012-06-26,30.79
2012-06-27,30.86
2012-06-28,30.38
2012-06-29,30.9075
2012-07-02,31.655
2012-07-03,31.585
2012-07-05,31.7525
2012-07-06,31.32
2012-07-09,30.9125
2012-07-10,30.57
2012-07-11,30.185
2012-07-12,30.66
2012-07-13,31.0225
2012-07-16,31.7875
2012-07-17,32.0575
2012-07-18,31.955
2012-07-19,31.3475
2012-07-20,31.4375
2012-07-23,31.1175
2012-07-24,30.6625
2012-07-25,30.55
2012-07-26,31.6925
2012-07-27,32.285
2012-07-30,32.71
2012-07-31,32.2675
2012-08-01,31.865
2012-08-02,32.3175
2012-08-03,32.745
2012-08-06,32.7575
2012-08-07,32.6
2012-08-08,32.7875
2012-08-09,32.1275
2012-08-10,32.2725
2012-08-13,32.08
2012-08-14,32.4725
2012-08-15,32.265
2012-08-16,32.42
2012-08-17,32.1725
2012-08-20,32.04
2012-08-21,31.88
2012-08-22,32.025
2012-08-23,31.7875
2012-08-24,31.665
2012-08-27,31.915
2012-08-28,31.85
2012-08-29,32.005
2012-08-30,31.675
2012-08-31,32.0625
2012-09-04,32.13
2012-09-05,31.9025
2012-09-06,32.375
2012-09-07,32.4275
2012-09-10,32.17
2012-09-11,32.8725
2012-09-12,33.365
2012-09-13,33.745
2012-09-14,33.5625
2012-09-17,33.4675
2012-09-18,33.415
2012-09-19,33.6975
2012-09-20,33.6525
2012-09-21,33.75
2012-09-24,33.435
2012-09-25,33.64
2012-09-26,33.13
2012-09-27,33.4775
2012-09-28,33.57
2012-10-01,34.1825
2012-10-02,34.0
2012-10-03,34.63
2012-10-04,34.9175
2012-10-05,35.065
2012-10-08,34.6775
2012-10-09,34.185
2012-10-10,34.355
2012-10-11,34.7625
2012-10-12,34.78
2012-10-15,34.9725
2012-10-16,35.29
2012-10-17,35.64
2012-10-18,35.47
2012-10-19,34.9925
2012-10-22,34.75
2012-10-23,34.16
2012-10-24,34.1225
2012-10-25,34.3875
2012-10-26,34.5775
2012-10-31,34.69
2012-11-01,35.97
2012-11-02,35.85
2012-11-05,35.375
2012-11-06,35.965
2012-11-07,35.64
2012-11-08,35.515
2012-11-09,35.7325
2012-11-12,35.81
2012-11-13,35.6125
2012-11-14,34.9875
2012-11-15,35.0
2012-11-16,35.6775
2012-11-19,36.4125
2012-11-20,36.585
2012-11-21,36.665
2012-11-23,37.03
2012-11-26,36.8125
2012-11-27,36.695
2012-11-28,36.8225
2012-11-29,37.045
2012-11-30,37.4275
2012-12-03,37.16
2012-12-04,36.8975
2012-12-05,37.015
2012-12-06,37.1175
2012-12-07,37.1375
2012-12-10,37.165
2012-12-11,37.225
2012-12-12,36.97
2012-12-13,36.8
2012-12-14,36.705
2012-12-17,37.2825
2012-12-18,37.68
2012-12-19,37.29
2012-12-20,38.115
2012-12-21,37.6925
2012-12-24,37.795
2012-12-26,37.44
2012-12-27,37.35
2012-12-28,37.1625
2012-12-31,37.895
2013-01-02,38.845
2013-01-03,38.875
2013-01-04,39.1925
2013-01-07,39.4725
2013-01-08,39.84
2013-01-09,40.4475
2013-01-10,40.1275
2013-01-11,40.29
2013-01-14,40.1625
2013-01-15,40.1125
