,PX OPEN,PX HIGH,PX LOW,PX LAST,VOLUME
2005-12-16,1270.94,1275.24,1267.32,1267.32,2028922545.0
2005-12-19,1267.32,1270.51,1259.28,1259.92,1352821176.0
2005-12-20,1259.92,1263.86,1257.21,1259.62,1214201616.0
2005-12-21,1259.62,1269.37,1259.62,1262.8,1161112280.0
2005-12-22,1262.79,1268.19,1262.5,1268.12,1060537905.0
2005-12-23,1268.12,1269.76,1265.92,1268.66,681418190.0
2005-12-27,1268.66,1271.83,1256.54,1256.54,861098383.0
2005-12-28,1256.54,1261.1,1256.54,1258.17,794303551.0
2005-12-29,1258.17,1260.61,1254.18,1254.42,766052635.0
2005-12-30,1254.42,1254.42,1246.59,1248.29,866792007.0
2006-01-03,1248.29,1270.22,1245.74,1268.8,1501705779.0
2006-01-04,1268.8,1275.37,1267.74,1273.46,1443697261.0
2006-01-05,1273.46,1276.91,1270.3,1273.48,1409645559.0
2006-01-06,1273.48,1286.09,1273.48,1285.45,1530568876.0
2006-01-09,1285.45,1290.78,1284.82,1290.15,1311984379.0
2006-01-10,1290.15,1290.15,1283.76,1289.69,1377088313.0
2006-01-11,1289.72,1294.9,1288.12,1294.18,1429327527.0
2006-01-12,1294.18,1294.18,1285.04,1286.06,1358635393.0
2006-01-13,1286.06,1288.96,1282.78,1287.61,1347356369.0
2006-01-17,1287.61,1287.61,1278.61,1282.93,1303471958.0
2006-01-18,1282.93,1282.93,1272.08,1277.93,1551151408.0
2006-01-19,1277.93,1287.79,1277.93,1285.04,1582319461.0
2006-01-20,1285.04,1285.04,1260.92,1261.48,1833683619.0
2006-01-23,1261.49,1268.19,1261.49,1263.83,1498230404.0
2006-01-24,1263.82,1271.47,1263.82,1266.86,1791165006.0
2006-01-25,1266.86,1271.87,1259.42,1264.68,1846552012.0
2006-01-26,1264.68,1276.44,1264.68,1273.83,1955488970.0
2006-01-27,1273.83,1286.38,1273.83,1283.72,1865103531.0
2006-01-30,1283.72,1287.94,1283.51,1285.2,1580369080.0
2006-01-31,1285.2,1285.2,1276.85,1280.09,1872274321.0
2006-02-01,1280.08,1283.33,1277.57,1282.46,1802649006.0
2006-02-02,1282.46,1282.46,1267.72,1270.84,1724692110.0
2006-02-03,1270.84,1270.87,1261.02,1264.03,1735331823.0
2006-02-06,1264.03,1267.04,1261.62,1265.02,1399375600.0
2006-02-07,1265.02,1265.78,1253.61,1254.78,1640928467.0
2006-02-08,1254.78,1266.47,1254.78,1265.65,1683878375.0
2006-02-09,1265.65,1274.56,1262.8,1263.78,1653343270.0
2006-02-10,1263.82,1269.89,1254.98,1266.99,1482309939.0
2006-02-13,1266.99,1266.99,1258.34,1262.86,1182304400.0
2006-02-14,1262.86,1278.21,1260.8,1275.53,1565822687.0
2006-02-15,1275.53,1281.0,1271.06,1280.0,1562703412.0
2006-02-16,1280.0,1289.39,1280.0,1289.38,1508803081.0
2006-02-17,1289.38,1289.47,1284.07,1287.24,1532545584.0
2006-02-21,1287.24,1291.92,1281.33,1283.03,1339823144.0
2006-02-22,1283.03,1294.17,1283.03,1292.67,1543605961.0
2006-02-23,1292.67,1293.84,1285.14,1287.79,1409005833.0
2006-02-24,1287.79,1292.11,1285.62,1289.43,1192849028.0
2006-02-27,1289.43,1297.57,1289.43,1294.12,1306382756.0
2006-02-28,1294.12,1294.12,1278.66,1280.66,1702255217.0
2006-03-01,1280.66,1291.8,1280.66,1291.24,1636976645.0
2006-03-02,1291.24,1291.24,1283.21,1289.14,1670228727.0
2006-03-03,1289.14,1297.33,1284.2,1287.23,1719897277.0
2006-03-06,1287.23,1288.23,1275.67,1278.26,1567097204.0
2006-03-07,1278.26,1278.26,1271.11,1275.88,1476078783.0
2006-03-08,1275.88,1280.33,1268.42,1278.47,1596793894.0
2006-03-09,1278.47,1282.74,1272.23,1272.23,1434226242.0
2006-03-10,1272.23,1284.37,1271.11,1281.58,1393996786.0
2006-03-13,1281.58,1287.37,1281.58,1284.13,1309150382.0
2006-03-14,1284.13,1298.14,1282.67,1297.48,1385834113.0
2006-03-15,1297.48,1304.4,1294.97,1303.02,1603243936.0
2006-03-16,1303.02,1310.45,1303.02,1305.33,1717401663.0
2006-03-17,1305.33,1309.79,1305.32,1307.25,2044101660.0
2006-03-20,1307.25,1310.0,1303.59,1305.08,1350508086.0
2006-03-21,1305.08,1310.88,1295.82,1297.23,1632196870.0
2006-03-22,1297.23,1305.97,1295.81,1305.04,1503020148.0
2006-03-23,1305.04,1305.04,1298.11,1301.67,1421931804.0
2006-03-24,1301.67,1306.53,1298.89,1302.95,1391251364.0
2006-03-27,1302.95,1303.74,1299.09,1301.61,1283767170.0
2006-03-28,1301.61,1306.24,1291.84,1293.22,1476523420.0
2006-03-29,1293.23,1305.6,1293.23,1302.89,1638713040.0
2006-03-30,1302.89,1310.15,1296.72,1300.25,1485552179.0
2006-03-31,1300.25,1303.0,1294.83,1294.83,1450587398.0
2006-04-03,1302.88,1309.19,1296.65,1297.81,1531057794.0
2006-04-04,1297.81,1307.55,1294.71,1305.94,1470102164.0
2006-04-05,1305.93,1312.81,1304.82,1311.56,1566152653.0
2006-04-06,1311.56,1311.99,1302.44,1309.04,1512912224.0
2006-04-07,1309.04,1314.07,1294.18,1295.5,1403635576.0
2006-04-10,1295.51,1300.74,1293.17,1296.61,1263768490.0
2006-04-11,1296.6,1300.71,1282.96,1286.58,1535694826.0
2006-04-12,1286.57,1290.93,1286.45,1288.13,1237850140.0
2006-04-13,1288.12,1292.09,1283.37,1289.12,1156474637.0
2006-04-17,1289.12,1292.45,1280.74,1285.33,1221368426.0
2006-04-18,1285.33,1309.02,1285.33,1307.65,1772238192.0
2006-04-19,1307.65,1310.39,1302.79,1309.93,1630647742.0
2006-04-20,1309.93,1318.16,1306.38,1311.46,1735540101.0
2006-04-21,1311.46,1317.67,1306.59,1311.28,1803778439.0
2006-04-24,1311.28,1311.28,1303.79,1308.11,1445341958.0
2006-04-25,1308.11,1310.79,1299.17,1301.74,1670522677.0
2006-04-26,1301.74,1310.97,1301.74,1305.41,1632234722.0
2006-04-27,1305.41,1315.0,1295.57,1309.72,2028461625.0
2006-04-28,1309.72,1316.04,1306.16,1310.61,2060295652.0
2006-05-01,1310.61,1317.21,1303.46,1305.19,1611693212.0
2006-05-02,1305.19,1313.66,1305.19,1313.21,1562954376.0
2006-05-03,1313.21,1313.47,1303.92,1307.85,1663722983.0
2006-05-04,1307.85,1315.14,1307.85,1312.25,1557642085.0
2006-05-05,1312.25,1326.53,1312.25,1325.76,1553355928.0
2006-05-08,1325.76,1326.7,1322.87,1324.66,1466261935.0
2006-05-09,1324.66,1326.6,1322.48,1325.14,1468177024.0
2006-05-10,1324.57,1325.51,1317.44,1322.85,1489760447.0
2006-05-11,1322.63,1322.63,1303.45,1305.92,1738457602.0
2006-05-12,1305.88,1305.88,1290.38,1291.24,1681271079.0
2006-05-15,1291.19,1294.81,1284.51,1294.5,1575838522.0
2006-05-16,1294.5,1297.88,1288.51,1292.08,1549716997.0
2006-05-17,1291.73,1291.73,1267.31,1270.32,1923601117.0
2006-05-18,1270.25,1274.89,1261.75,1261.81,1663586333.0
2006-05-19,1261.81,1272.15,1256.28,1267.03,2108292270.0
2006-05-22,1267.03,1268.77,1252.98,1262.07,1739712780.0
2006-05-23,1262.06,1273.67,1256.15,1256.58,1720358685.0
2006-05-24,1256.56,1264.53,1245.34,1258.57,1977568615.0
2006-05-25,1258.41,1273.26,1258.41,1272.88,1542429617.0
2006-05-26,1272.71,1280.54,1272.5,1280.16,1162624452.0
2006-05-30,1280.04,1280.04,1259.84,1259.84,1373203874.0
2006-05-31,1259.38,1270.09,1259.38,1270.09,1813309717.0
2006-06-01,1270.05,1285.71,1269.19,1285.71,1582103202.0
2006-06-02,1285.71,1290.68,1280.22,1288.22,1436238186.0
2006-06-05,1288.16,1288.16,1264.66,1265.29,1330539939.0
2006-06-06,1265.23,1269.88,1254.46,1263.85,1707999522.0
2006-06-07,1263.61,1272.47,1255.77,1256.15,1636552891.0
2006-06-08,1256.08,1259.85,1235.18,1257.93,2277891723.0
2006-06-09,1257.93,1262.58,1250.03,1252.3,1384288305.0
2006-06-12,1252.27,1255.22,1236.2,1236.4,1440971138.0
2006-06-13,1236.08,1243.37,1222.52,1223.69,2017868941.0
2006-06-14,1223.66,1231.46,1219.29,1230.04,1784840019.0
2006-06-15,1230.01,1258.64,1230.01,1256.16,1785055364.0
2006-06-16,1256.16,1256.27,1246.33,1251.54,1973843770.0
2006-06-19,1251.54,1255.93,1237.17,1240.14,1368231332.0
2006-06-20,1240.12,1249.01,1238.87,1240.12,1320049255.0
2006-06-21,1240.09,1257.96,1240.09,1252.21,1504077984.0
2006-06-22,1251.92,1251.92,1241.53,1245.6,1347322002.0
2006-06-23,1245.59,1253.13,1241.43,1244.5,1286995753.0
2006-06-26,1244.5,1250.92,1243.68,1250.56,1131282526.0
2006-06-27,1250.55,1253.37,1238.94,1239.2,1421507233.0
2006-06-28,1238.99,1247.06,1237.59,1246.0,1321934290.0
2006-06-29,1245.94,1272.88,1245.94,1272.87,1665943093.0
2006-06-30,1272.86,1276.3,1270.2,1270.2,1853049223.0
2006-07-03,1270.06,1280.38,1270.06,1280.19,593124103.0
2006-07-05,1280.05,1280.05,1265.91,1270.91,1232821520.0
2006-07-06,1270.58,1278.32,1270.58,1274.08,1204946071.0
2006-07-07,1274.08,1275.38,1263.13,1265.48,1366352464.0
2006-07-10,1265.46,1274.06,1264.46,1267.34,1199226944.0
2006-07-11,1267.26,1273.64,1259.65,1272.52,1592174403.0
2006-07-12,1272.39,1273.31,1257.29,1258.6,1466381111.0
2006-07-13,1258.58,1258.58,1241.43,1242.29,1711787216.0
2006-07-14,1242.29,1242.7,1228.45,1236.2,1538636269.0
2006-07-17,1236.2,1240.07,1231.49,1234.49,1305274797.0
2006-07-18,1234.48,1239.86,1224.54,1236.86,1627483040.0
2006-07-19,1236.74,1261.81,1236.74,1259.81,2013178079.0
2006-07-20,1259.81,1262.56,1249.13,1249.13,1740581514.0
2006-07-21,1249.12,1250.96,1238.72,1240.29,2085587478.0
2006-07-24,1240.25,1262.5,1240.25,1260.91,1506641864.0
2006-07-25,1260.91,1272.39,1257.19,1268.88,1594820444.0
2006-07-26,1268.87,1273.89,1261.94,1268.4,1723825125.0
2006-07-27,1268.2,1275.85,1261.92,1263.2,1683595927.0
2006-07-28,1263.15,1280.42,1263.15,1278.55,1501446715.0
2006-07-31,1278.53,1278.66,1274.31,1276.66,1401995569.0
2006-08-01,1276.66,1276.66,1265.71,1270.92,1232446956.0
2006-08-02,1270.73,1283.42,1270.73,1278.55,1356451957.0
2006-08-03,1278.22,1283.96,1271.25,1280.27,1430917058.0
2006-08-04,1280.26,1292.92,1273.82,1279.36,1373784278.0
2006-08-07,1279.31,1279.31,1273.0,1275.77,1075042058.0
2006-08-08,1275.67,1282.75,1268.37,1271.48,1279031176.0
2006-08-09,1271.13,1283.74,1264.73,1265.95,1435634943.0
2006-08-10,1265.72,1272.55,1261.3,1271.81,1212205926.0
2006-08-11,1271.64,1271.64,1262.08,1266.74,1039576688.0
2006-08-14,1266.67,1278.9,1266.67,1268.21,1147917524.0
2006-08-15,1268.19,1286.23,1268.19,1285.58,1249879856.0
2006-08-16,1285.27,1296.21,1285.27,1295.43,1363590142.0
2006-08-17,1295.37,1300.78,1292.71,1297.48,1319106917.0
2006-08-18,1297.48,1302.3,1293.57,1302.3,1242144884.0
2006-08-21,1302.3,1302.3,1295.51,1297.52,910752334.0
2006-08-22,1297.52,1302.49,1294.44,1298.82,1024063534.0
2006-08-23,1298.73,1301.5,1289.49,1292.99,941741944.0
2006-08-24,1292.97,1297.23,1291.4,1296.06,979675769.0
2006-08-25,1295.92,1298.88,1292.39,1295.09,851867241.0
2006-08-28,1295.09,1305.02,1293.97,1301.79,936307069.0
2006-08-29,1301.57,1305.02,1295.29,1304.28,1129021748.0
2006-08-30,1303.7,1306.74,1302.15,1304.27,1053881764.0
2006-08-31,1304.25,1306.11,1302.45,1303.82,1120540997.0
2006-09-01,1303.8,1312.03,1303.8,1311.01,911618202.0
2006-09-05,1310.94,1314.67,1308.82,1313.25,1100373731.0
2006-09-06,1313.04,1313.04,1299.28,1300.26,1175758910.0
2006-09-07,1300.21,1301.25,1292.13,1294.02,1237138780.0
2006-09-08,1294.02,1300.14,1294.02,1298.92,1045426091.0
2006-09-11,1298.86,1302.36,1290.93,1299.54,1292758924.0
2006-09-12,1299.53,1314.28,1299.53,1313.11,1473414716.0
2006-09-13,1312.74,1319.92,1311.12,1318.07,1340619072.0
2006-09-14,1318.0,1318.0,1313.25,1316.28,1204098741.0
2006-09-15,1316.28,1324.65,1316.28,1319.87,1951277039.0
2006-09-18,1319.85,1324.87,1318.16,1321.18,1221043702.0
2006-09-19,1321.17,1322.04,1312.17,1318.31,1314657286.0
2006-09-20,1318.28,1328.53,1318.28,1325.18,1448919518.0
2006-09-21,1324.89,1328.19,1315.45,1318.03,1386122409.0
2006-09-22,1318.03,1318.03,1310.94,1314.78,1167142194.0
2006-09-25,1314.78,1329.35,1311.58,1326.37,1422938072.0
2006-09-26,1326.35,1336.6,1325.3,1336.34,1434895473.0
2006-09-27,1336.12,1340.08,1333.54,1336.59,1444296134.0
2006-09-28,1336.56,1340.28,1333.75,1339.15,1229724730.0
2006-09-29,1339.15,1339.88,1335.64,1335.85,1116248478.0
2006-10-02,1335.82,1338.54,1330.28,1331.32,1103572781.0
2006-10-03,1331.32,1338.31,1327.1,1334.11,1349259538.0
2006-10-04,1333.81,1350.22,1331.48,1350.22,1495836897.0
2006-10-05,1349.84,1353.79,1347.75,1353.22,1394586242.0
2006-10-06,1353.22,1353.22,1344.21,1349.58,1295507804.0
2006-10-09,1349.58,1352.69,1346.55,1350.66,1006995497.0
2006-10-10,1350.62,1354.23,1348.6,1353.42,1261923938.0
2006-10-11,1353.28,1353.97,1343.57,1349.95,1353205167.0
2006-10-12,1349.94,1363.76,1349.94,1362.83,1349612419.0
2006-10-13,1362.82,1366.63,1360.5,1365.62,1261075142.0
2006-10-16,1365.61,1370.2,1364.48,1369.06,1155032896.0
2006-10-17,1369.05,1369.05,1356.87,1364.05,1267094645.0
2006-10-18,1363.93,1372.87,1360.95,1365.96,1448010438.0
2006-10-19,1365.95,1368.09,1362.06,1366.96,1409955206.0
2006-10-20,1366.94,1368.66,1362.1,1368.6,1456347103.0
2006-10-23,1368.58,1377.4,1363.94,1377.02,1292967547.0
2006-10-24,1377.02,1377.78,1372.42,1377.38,1368851134.0
2006-10-25,1377.36,1383.61,1376.0,1382.23,1492767768.0
2006-10-26,1382.21,1389.45,1379.47,1389.09,1363175148.0
2006-10-27,1388.89,1388.89,1375.85,1377.34,1307947013.0
2006-10-30,1377.3,1381.22,1373.46,1377.93,1193754845.0
2006-10-31,1377.93,1381.21,1372.19,1377.94,1379295700.0
2006-11-01,1377.76,1381.95,1366.26,1367.81,1355118654.0
2006-11-02,1367.44,1368.39,1362.21,1367.34,1271154732.0
2006-11-03,1367.31,1371.68,1360.98,1364.3,1154029916.0
2006-11-06,1364.27,1381.4,1364.27,1379.78,1171571652.0
2006-11-07,1379.75,1388.19,1379.19,1382.84,1269088497.0
2006-11-08,1382.5,1388.61,1376.29,1385.72,1375129699.0
2006-11-09,1385.43,1388.92,1377.31,1378.33,1495369621.0
2006-11-10,1378.33,1381.04,1375.6,1380.9,1120839031.0
2006-11-13,1380.58,1387.61,1378.8,1384.42,1076427811.0
2006-11-14,1384.36,1394.49,1379.07,1393.22,1297987662.0
2006-11-15,1392.91,1401.35,1392.13,1396.57,1324467485.0
2006-11-16,1396.53,1403.76,1396.53,1399.76,1250658422.0
2006-11-17,1399.76,1401.21,1394.55,1401.2,1317691045.0
2006-11-20,1401.17,1404.37,1397.85,1400.5,1169368951.0
2006-11-21,1400.43,1403.49,1399.99,1402.81,1160381295.0
2006-11-22,1402.69,1407.89,1402.26,1406.09,1030366955.0
2006-11-24,1405.94,1405.94,1399.25,1400.95,393971774.0
2006-11-27,1400.95,1400.95,1381.44,1381.9,1246777077.0
2006-11-28,1381.61,1387.91,1377.83,1386.72,1267245538.0
2006-11-29,1386.11,1401.14,1386.11,1399.48,1239490507.0
2006-11-30,1399.47,1406.3,1393.83,1400.63,1800721789.0
2006-12-01,1400.63,1402.46,1385.93,1396.71,1292822739.0
2006-12-04,1396.67,1411.23,1396.67,1409.12,1183852301.0
2006-12-05,1409.1,1415.27,1408.78,1414.76,1234416547.0
2006-12-06,1414.4,1415.93,1411.05,1412.9,1245515402.0
2006-12-07,1412.86,1418.27,1406.8,1407.29,1222434126.0
2006-12-08,1407.27,1414.09,1403.67,1409.84,1141769882.0
2006-12-11,1409.81,1415.6,1408.56,1413.04,1070356136.0
2006-12-12,1413.0,1413.78,1404.75,1411.56,1265649482.0
2006-12-13,1411.32,1416.64,1411.05,1413.21,1163118270.0
2006-12-14,1413.16,1427.23,1413.16,1425.49,1277040420.0
2006-12-15,1425.48,1431.63,1425.48,1427.09,1867339939.0
2006-12-18,1427.08,1431.81,1420.65,1422.48,1237500170.0
2006-12-19,1422.42,1428.3,1414.88,1425.55,1269361371.0
2006-12-20,1425.51,1429.05,1423.51,1423.53,1078160624.0
2006-12-21,1423.2,1426.4,1415.9,1418.3,1078332506.0
2006-12-22,1418.1,1418.82,1410.28,1410.77,794711310.0
2006-12-26,1410.75,1417.91,1410.45,1416.9,601839321.0
2006-12-27,1416.63,1427.72,1416.63,1426.84,752825178.0
2006-12-28,1426.77,1427.26,1422.05,1424.73,674796276.0
2006-12-29,1424.71,1427.0,1416.72,1418.3,796441021.0
2007-01-03,1418.03,1429.42,1407.86,1416.6,1645484577.0
2007-01-04,1416.6,1421.84,1408.22,1418.34,1419251437.0
2007-01-05,1418.34,1418.34,1405.75,1409.71,1378469543.0
2007-01-08,1409.26,1414.98,1403.97,1412.84,1255274335.0
2007-01-09,1412.84,1415.61,1405.42,1412.11,1405836809.0
2007-01-10,1411.94,1415.99,1404.33,1414.85,1336543578.0
2007-01-11,1414.84,1427.12,1414.84,1423.83,1374171891.0
2007-01-12,1423.82,1431.23,1422.58,1430.73,1313407264.0
2007-01-16,1430.73,1433.93,1428.62,1431.9,1280154083.0
2007-01-17,1431.77,1435.27,1428.57,1430.62,1350642609.0
2007-01-18,1430.59,1433.3,1424.21,1426.37,1393031390.0
2007-01-19,1426.35,1431.57,1425.19,1430.5,1414928864.0
2007-01-22,1430.47,1431.39,1420.4,1422.96,1256427985.0
2007-01-23,1422.95,1431.33,1421.66,1427.99,1325408064.0
2007-01-24,1427.96,1440.14,1427.96,1440.13,1363570733.0
2007-01-25,1440.12,1440.69,1422.34,1423.9,1444536050.0
2007-01-26,1423.9,1427.27,1416.96,1422.18,1252161230.0
2007-01-29,1422.03,1426.94,1418.46,1420.62,1246195925.0
2007-01-30,1420.61,1428.82,1420.61,1428.82,1214081488.0
2007-01-31,1428.65,1441.61,1424.78,1438.24,1397207701.0
2007-02-01,1437.9,1446.64,1437.9,1445.94,1383064629.0
2007-02-02,1445.94,1449.33,1444.49,1448.39,1127931696.0
2007-02-05,1448.33,1449.38,1443.85,1446.99,1092608040.0
2007-02-06,1446.98,1450.19,1443.4,1448.0,1182462026.0
2007-02-07,1447.41,1452.99,1446.44,1450.02,1190162145.0
2007-02-08,1449.99,1450.45,1442.81,1448.31,1189614268.0
2007-02-09,1448.25,1452.45,1433.44,1438.06,1243817510.0
2007-02-12,1438.0,1439.11,1431.44,1433.37,975588780.0
2007-02-13,1433.22,1444.41,1433.22,1444.26,1094243303.0
2007-02-14,1443.91,1457.65,1443.91,1455.3,1177092222.0
2007-02-15,1455.15,1457.97,1453.19,1456.81,1062522981.0
2007-02-16,1456.77,1456.77,1451.57,1455.54,1185811635.0
2007-02-20,1455.53,1460.53,1449.2,1459.68,1044575622.0
2007-02-21,1459.6,1459.6,1452.02,1457.63,1114015193.0
2007-02-22,1457.29,1461.57,1450.51,1456.38,1143797760.0
2007-02-23,1456.22,1456.22,1448.36,1451.19,1145286136.0
2007-02-26,1451.04,1456.95,1445.48,1449.38,1239345260.0
2007-02-27,1449.25,1449.25,1389.42,1399.04,1937794533.0
2007-02-28,1398.64,1415.89,1396.65,1406.82,1833775426.0
2007-03-01,1406.8,1409.46,1380.87,1403.17,1839022763.0
2007-03-02,1403.16,1403.4,1386.87,1387.17,1524952254.0
2007-03-05,1387.11,1391.86,1373.97,1374.12,1461962624.0
2007-03-06,1374.06,1397.9,1374.06,1395.41,1451850729.0
2007-03-07,1395.02,1401.16,1390.64,1391.97,1331529910.0
2007-03-08,1391.88,1407.93,1391.88,1401.89,1292049158.0
2007-03-09,1401.89,1410.15,1397.3,1402.85,1189557616.0
2007-03-12,1402.8,1409.34,1398.4,1406.6,1212963241.0
2007-03-13,1406.23,1406.23,1377.71,1377.95,1604779214.0
2007-03-14,1377.86,1388.09,1363.98,1387.17,1708034927.0
2007-03-15,1387.11,1395.73,1385.16,1392.28,1200293883.0
2007-03-16,1392.28,1397.51,1383.63,1386.95,1796071019.0
2007-03-19,1386.95,1403.2,1386.95,1402.06,1086419429.0
2007-03-20,1402.04,1411.53,1400.7,1410.94,1182479106.0
2007-03-21,1410.92,1437.77,1409.75,1435.04,1399847478.0
2007-03-22,1435.04,1437.66,1429.88,1434.54,1286669384.0
2007-03-23,1434.54,1438.89,1433.21,1436.11,1122459388.0
2007-03-26,1436.11,1437.65,1423.28,1437.5,1187999551.0
2007-03-27,1437.49,1437.49,1425.54,1428.61,1146715810.0
2007-03-28,1428.35,1428.35,1414.07,1417.23,1280593607.0
2007-03-29,1417.17,1426.24,1413.27,1422.53,1229224700.0
2007-03-30,1422.52,1429.22,1408.9,1420.86,1257819896.0
2007-04-02,1420.83,1425.49,1416.37,1424.55,1232983701.0
2007-04-03,1424.27,1440.57,1424.27,1437.77,1231953075.0
2007-04-04,1437.75,1440.16,1435.08,1439.37,1100469020.0
2007-04-05,1438.94,1444.88,1436.67,1443.76,978569052.0
2007-04-09,1443.77,1448.1,1443.28,1444.61,1022607296.0
2007-04-10,1444.58,1448.73,1443.99,1448.39,1067219794.0
2007-04-11,1448.23,1448.39,1436.15,1438.87,1266244301.0
2007-04-12,1438.87,1448.02,1433.91,1447.8,1194018179.0
2007-04-13,1447.8,1453.11,1444.15,1452.85,1207377586.0
2007-04-16,1452.84,1468.62,1452.84,1468.47,1241693806.0
2007-04-17,1468.47,1474.35,1467.15,1471.48,1319991812.0
2007-04-18,1471.47,1476.57,1466.41,1472.5,1453289211.0
2007-04-19,1472.48,1474.23,1464.47,1470.73,1396049915.0
2007-04-20,1470.69,1484.74,1470.69,1484.35,1776314231.0
2007-04-23,1483.62,1487.32,1480.19,1480.93,1223794372.0
2007-04-24,1481.39,1483.82,1473.74,1480.41,1427546814.0
2007-04-25,1480.28,1496.59,1480.28,1495.42,1555862342.0
2007-04-26,1494.88,1498.02,1491.17,1494.25,1469502857.0
2007-04-27,1494.21,1497.32,1488.67,1494.07,1266944088.0
2007-04-30,1494.75,1497.16,1482.29,1482.37,1347917373.0
2007-05-01,1483.0,1487.27,1476.7,1486.3,1459003201.0
2007-05-02,1486.13,1499.1,1486.13,1495.92,1286470523.0
2007-05-03,1495.56,1503.34,1495.56,1502.39,1267200365.0
2007-05-04,1502.35,1510.34,1501.8,1505.62,1422630840.0
2007-05-07,1505.57,1511.0,1505.54,1509.48,1028477270.0
2007-05-08,1509.36,1509.36,1500.66,1507.72,1192953479.0
2007-05-09,1507.32,1513.8,1503.77,1512.58,1296280306.0
2007-05-10,1512.33,1512.33,1491.42,1491.47,1263089980.0
2007-05-11,1491.47,1506.24,1491.47,1505.85,1121728029.0
2007-05-14,1505.76,1510.9,1498.34,1503.15,1158951810.0
2007-05-15,1503.11,1514.83,1500.43,1501.19,1368449354.0
2007-05-16,1500.75,1514.15,1500.75,1514.14,1267105271.0
2007-05-17,1514.01,1517.14,1509.29,1512.75,1185798610.0
2007-05-18,1512.74,1522.75,1512.74,1522.75,1402178094.0
2007-05-21,1522.75,1529.87,1522.71,1525.1,1203079069.0
2007-05-22,1525.1,1529.24,1522.05,1524.12,1126726048.0
2007-05-23,1524.09,1532.43,1521.9,1522.28,1264235743.0
2007-05-24,1522.1,1529.31,1505.18,1507.51,1472266493.0
2007-05-25,1507.5,1517.41,1507.5,1515.73,980251524.0
2007-05-29,1515.55,1521.8,1512.02,1518.11,1165028472.0
2007-05-30,1517.6,1530.23,1510.06,1530.23,1272215833.0
2007-05-31,1530.19,1535.56,1528.26,1530.62,1474334267.0
2007-06-01,1530.62,1540.56,1530.62,1536.34,1159784500.0
2007-06-04,1536.28,1540.53,1532.31,1539.18,1063906455.0
2007-06-05,1539.12,1539.12,1525.62,1530.95,1330266363.0
2007-06-06,1530.57,1530.57,1514.13,1517.38,1277292495.0
2007-06-07,1517.36,1517.36,1490.37,1490.72,1609137126.0
2007-06-08,1490.71,1507.76,1487.41,1507.67,1312504683.0
2007-06-11,1507.64,1515.53,1503.35,1509.12,1074787676.0
2007-06-12,1509.12,1511.33,1492.97,1493.0,1316671818.0
2007-06-13,1492.65,1515.7,1492.65,1515.67,1339313033.0
2007-06-14,1515.58,1526.45,1515.58,1522.97,1181714974.0
2007-06-15,1522.97,1538.71,1522.97,1532.91,1782961670.0
2007-06-18,1532.9,1535.44,1529.31,1531.05,1011940352.0
2007-06-19,1531.02,1535.85,1525.67,1533.71,1210283850.0
2007-06-20,1533.68,1537.32,1512.36,1512.84,1353249237.0
2007-06-21,1512.5,1522.9,1504.75,1522.19,1336006537.0
2007-06-22,1522.19,1522.19,1500.74,1502.56,1929748035.0
2007-06-25,1502.56,1514.29,1492.68,1497.74,1375775059.0
2007-06-26,1497.68,1506.12,1490.54,1492.89,1384947446.0
2007-06-27,1492.62,1506.8,1484.18,1506.35,1397333650.0
2007-06-28,1506.32,1514.84,1503.41,1505.71,1228441102.0
2007-06-29,1505.7,1517.53,1493.61,1503.35,1415260243.0
2007-07-02,1504.66,1519.45,1504.66,1519.43,1090158024.0
2007-07-03,1519.12,1526.01,1519.12,1524.87,617990516.0
2007-07-05,1524.86,1526.57,1517.72,1525.4,1152842326.0
2007-07-06,1524.96,1532.4,1520.47,1530.44,999257275.0
2007-07-09,1530.43,1534.26,1527.45,1531.85,1129562708.0
2007-07-10,1531.85,1531.85,1510.01,1510.12,1437572532.0
2007-07-11,1509.93,1519.34,1506.1,1518.76,1254751410.0
2007-07-12,1518.74,1547.92,1518.74,1547.7,1456347276.0
2007-07-13,1547.68,1555.1,1544.85,1552.5,1095475965.0
2007-07-16,1552.5,1555.9,1546.69,1549.52,1084790268.0
2007-07-17,1549.52,1555.32,1547.74,1549.37,1293269455.0
2007-07-18,1549.2,1549.2,1533.67,1546.17,1532230307.0
2007-07-19,1546.13,1555.2,1546.13,1553.08,1359360038.0
2007-07-20,1553.19,1553.19,1529.2,1534.1,1761503786.0
2007-07-23,1534.06,1547.23,1534.06,1541.57,1255957632.0
2007-07-24,1541.57,1541.57,1508.62,1511.04,1654792366.0
2007-07-25,1511.03,1524.31,1503.73,1518.09,1626818888.0
2007-07-26,1518.09,1518.09,1465.3,1482.67,2273860324.0
2007-07-27,1482.44,1488.53,1458.95,1458.95,1847576094.0
2007-07-30,1458.93,1477.88,1454.32,1473.91,1645407267.0
2007-07-31,1473.9,1488.3,1454.25,1455.28,1810195205.0
2007-08-01,1455.18,1468.38,1439.59,1465.81,1969944506.0
2007-08-02,1465.46,1476.43,1460.58,1472.2,1549142065.0
2007-08-03,1472.18,1473.23,1432.8,1433.06,1726141500.0
2007-08-06,1433.04,1467.67,1427.39,1467.67,1801014901.0
2007-08-07,1467.62,1488.3,1455.8,1476.71,1774203975.0
